trade_id,ticker,count,created_time,yes_price,no_price,taker_side,market_ticker,maker_fees,fees,total_fees
d8c7aeb6-0a93-4be3-8b54-4f073867df8f,KXUCLROUND-25BARBVB-BVB,11,2025-04-09T05:44:48.490316Z,17,83,yes,KXUCLROUND-25BARBVB-BVB,0.0275,0.21729400000000001,0.244794
199f240c-5dfb-49e6-92f3-103634b45465,KXUCLROUND-25BARBVB-BVB,277,2025-04-09T03:36:36.362762Z,17,83,yes,KXUCLROUND-25BARBVB-BVB,0.6925,5.471858000000001,6.164358000000001
5cab72c3-59ad-44e1-9821-85c974783b5a,KXUCLROUND-25BARBVB-BVB,27,2025-04-09T03:20:58.863808Z,17,83,yes,KXUCLROUND-25BARBVB-BVB,0.0675,0.533358,0.600858
564624ca-b9d5-4a03-b5bc-9be629adb0fb,KXUCLROUND-25BARBVB-BVB,26,2025-04-09T03:04:46.223836Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.065,0.5372640000000001,0.6022640000000001
f710dc08-0e4e-4ba3-969d-979c4e1d09b2,KXUCLROUND-25BARBVB-BVB,83,2025-04-09T02:44:10.947824Z,16,84,no,KXUCLROUND-25BARBVB-BVB,0.20750000000000002,1.5617280000000002,1.7692280000000002
a15f7570-5fb9-404f-9d6b-0836fee632aa,KXUCLROUND-25BARBVB-BVB,10,2025-04-09T02:33:54.28603Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.025,0.20664000000000005,0.23164000000000004
75912cc7-27a2-44bb-b7f2-00756497addf,KXUCLROUND-25BARBVB-BVB,5,2025-04-09T02:15:32.211735Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.0125,0.10332000000000002,0.11582000000000002
726979e0-8163-4c8e-83dc-1c37701dde03,KXUCLROUND-25BARBVB-BVB,99,2025-04-09T01:38:07.409648Z,17,83,yes,KXUCLROUND-25BARBVB-BVB,0.2475,1.955646,2.203146
0bf6b4cf-6c91-4dc3-9f07-fffd6706d6b4,KXUCLROUND-25BARBVB-BVB,26,2025-04-09T00:09:48.868965Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.065,0.5372640000000001,0.6022640000000001
d78f043e-7017-43a1-9e5b-0f7cf43d9fa5,KXUCLROUND-25BARBVB-BVB,280,2025-04-09T00:06:41.987663Z,17,83,yes,KXUCLROUND-25BARBVB-BVB,0.7000000000000001,5.5311200000000005,6.231120000000001
c9a3fdca-651c-4a65-bd22-0b81bf738603,KXUCLROUND-25BARBVB-BVB,12,2025-04-09T00:06:41.987663Z,17,83,yes,KXUCLROUND-25BARBVB-BVB,0.03,0.23704800000000004,0.26704800000000006
a36731be-86d3-45cb-9535-d01bfcc7db6c,KXUCLROUND-25BARBVB-BVB,55,2025-04-09T00:06:41.987663Z,17,83,yes,KXUCLROUND-25BARBVB-BVB,0.1375,1.0864700000000003,1.2239700000000002
97a8281d-b047-4d00-819e-205ccc678ecc,KXUCLROUND-25BARBVB-BVB,626,2025-04-09T00:06:41.987663Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,1.565,12.935664000000001,14.500664
f747c02a-1507-4840-af3d-ba94612abf7f,KXUCLROUND-25BARBVB-BVB,5,2025-04-08T23:57:22.606481Z,17,83,yes,KXUCLROUND-25BARBVB-BVB,0.0125,0.09877000000000001,0.11127000000000001
9dccc6cc-02b2-4b03-a7eb-fc6d9e61ee4b,KXUCLROUND-25BARBVB-BVB,15,2025-04-08T23:47:09.084735Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.0375,0.30995999999999996,0.34745999999999994
f80caab1-d8db-47a5-a051-99d8a1df6e7e,KXUCLROUND-25BARBVB-BVB,27,2025-04-08T23:41:21.913423Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.0675,0.5579280000000001,0.6254280000000001
15a6643b-12dd-4934-82f7-9ccfe1d928f9,KXUCLROUND-25BARBVB-BVB,51,2025-04-08T23:41:21.913423Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.1275,1.0538640000000001,1.181364
d7947f8d-571a-4708-a6a2-df57c2fe9d86,KXUCLROUND-25BARBVB-BVB,243,2025-04-08T23:11:27.300096Z,17,83,no,KXUCLROUND-25BARBVB-BVB,0.6075,4.800222000000001,5.407722000000001
40ba3a15-ff7a-4e2f-aa92-d0ce065ed52f,KXUCLROUND-25BARBVB-BVB,89,2025-04-08T23:11:27.300096Z,16,84,no,KXUCLROUND-25BARBVB-BVB,0.2225,1.6746240000000003,1.8971240000000003
05400d03-a00c-4e09-9689-cfe078076f87,KXUCLROUND-25BARBVB-BVB,4,2025-04-08T23:11:27.300096Z,17,83,no,KXUCLROUND-25BARBVB-BVB,0.01,0.079016,0.089016
baa3caa4-a8e0-4541-af02-5c1c18875d7b,KXUCLROUND-25BARBVB-BVB,24,2025-04-08T22:34:30.812007Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.06,0.4959360000000001,0.5559360000000001
a4b746b3-f0d0-4989-ba31-070ef8538949,KXUCLROUND-25BARBVB-BVB,10,2025-04-08T22:04:03.069089Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.025,0.20664000000000005,0.23164000000000004
ac523a39-9284-4a52-bdad-125c5172fd40,KXUCLROUND-25BARBVB-BVB,298,2025-04-08T21:39:48.781248Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.745,6.157872,6.902872
9dcd1c93-79fd-44ef-a615-836eefa46ac8,KXUCLROUND-25BARBVB-BVB,336,2025-04-08T21:20:41.055314Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.84,6.943104000000001,7.783104000000001
c5af029f-ae51-4660-a1cb-15ee46ce71d0,KXUCLROUND-25BARBVB-BVB,105,2025-04-08T21:19:05.465412Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.2625,2.1697200000000008,2.432220000000001
8e9a3cf5-464f-4fc3-8d0f-2ffc1f33ec3c,KXUCLROUND-25BARBVB-BVB,1,2025-04-08T21:07:40.062546Z,19,81,yes,KXUCLROUND-25BARBVB-BVB,0.0025,0.021546000000000003,0.024046
185ed015-7b67-48ea-b9f0-6b1799795b8c,KXUCLROUND-25BARBVB-BVB,3,2025-04-08T21:07:40.062546Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.0075,0.06199200000000001,0.06949200000000001
80c96c59-2bf6-4456-a904-55183038ad53,KXUCLROUND-25BARBVB-BVB,43,2025-04-08T21:03:49.964422Z,19,81,yes,KXUCLROUND-25BARBVB-BVB,0.1075,0.926478,1.033978
3e71cee4-4461-4e1d-8761-69330759d884,KXUCLROUND-25BARBVB-BVB,59,2025-04-08T21:03:49.964422Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.1475,1.219176,1.366676
b49407f0-e439-440d-a0b2-7de47a4ccaa6,KXUCLROUND-25BARBVB-BVB,28,2025-04-08T20:56:58.054126Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.07,0.5785920000000001,0.6485920000000001
9804cb56-297e-4f6b-9960-e8922197da56,KXUCLROUND-25BARBVB-BVB,58,2025-04-08T20:56:58.054126Z,19,81,yes,KXUCLROUND-25BARBVB-BVB,0.145,1.249668,1.394668
d96a952c-d52f-4863-bde3-34900bc44aad,KXUCLROUND-25BARBVB-BVB,243,2025-04-08T20:41:15.454963Z,19,81,yes,KXUCLROUND-25BARBVB-BVB,0.6075,5.235678000000001,5.843178000000001
980a8b0e-ba40-46a8-b1a0-8c7818c72854,KXUCLROUND-25BARBVB-BVB,1,2025-04-08T20:41:15.454963Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.0025,0.020664000000000002,0.023164
fd04062b-a255-4a29-a819-1c663be34936,KXUCLROUND-25BARBVB-BVB,390,2025-04-08T20:38:02.546209Z,18,82,yes,KXUCLROUND-25BARBVB-BVB,0.975,8.058960000000003,9.033960000000002
e401e1fe-7ea5-4545-b875-f5f4fb59e3ed,KXUCLROUND-25BARBVB-BVB,135,2025-04-08T20:38:02.546209Z,20,80,yes,KXUCLROUND-25BARBVB-BVB,0.3375,3.0240000000000005,3.3615000000000004
ddb9a686-4da9-4466-9c5e-3ea783e1d6e8,KXUCLROUND-25BARBVB-BVB,312,2025-04-08T20:38:02.546209Z,17,83,yes,KXUCLROUND-25BARBVB-BVB,0.78,6.163248,6.9432480000000005
